SFDC ID 18 Digit,Created Date,SQO Date,SAO Date,Close Date,Timestamp: Solution Validation,Source,Segment - historical,Bookings Type,Stage,ARR Change,Account Name,Opportunity Name,Owner Name,Product,Lead Source
00Q000000000000068,2025-05-23 10:16:21.705135,2025-05-26 10:16:21.705135,2025-06-12 10:16:21.705135,,2025-06-12 10:16:21.705135,AE,Mid Market,New Business,Proposal,0.0,Account_0068,Opportunity_0068,Rep_11,Mobile,Partner
00Q000000000000069,2025-02-17 10:16:21.705135,2025-02-24 10:16:21.705135,,,,Marketing,SMB,Expansion,Proposal,0.0,Account_0069,Opportunity_0069,Rep_29,Platform,Partner
00Q000000000000070,2023-08-25 10:16:21.705135,2023-09-05 10:16:21.705135,,,,Success,Enterprise,New Business,Proposal,0.0,Account_0070,Opportunity_0070,Rep_38,Platform,Event
00Q000000000000071,2025-02-25 10:16:21.705135,,,,,BDR,Mid Market,Expansion,Prospecting,0.0,Account_0071,Opportunity_0071,Rep_38,Mobile,Cold Call
00Q000000000000072,2023-10-17 10:16:21.705135,2023-10-23 10:16:21.705135,,,,Channel,Enterprise,Expansion,Qualification,0.0,Account_0072,Opportunity_0072,Rep_43,Mobile,Partner
00Q000000000000073,2023-08-22 10:16:21.705135,2023-08-27 10:16:21.705135,,,,Success,Mid Market,New Business,Qualification,0.0,Account_0073,Opportunity_0073,Rep_30,Mobile,Website
00Q000000000000074,2024-01-24 10:16:21.705135,2024-02-02 10:16:21.705135,2024-02-22 10:16:21.705135,,2024-02-22 10:16:21.705135,Channel,Enterprise,New Business,Proposal,0.0,Account_0074,Opportunity_0074,Rep_29,Integrations,Cold Call
00Q000000000000075,2023-11-17 10:16:21.705135,,,,,Success,SMB,Expansion,Prospecting,0.0,Account_0075,Opportunity_0075,Rep_27,Platform,Referral
00Q000000000000076,2023-11-09 10:16:21.705135,2023-11-10 10:16:21.705135,2023-11-14 10:16:21.705135,,2023-11-14 10:16:21.705135,Marketing,SMB,Expansion,Negotiation,0.0,Account_0076,Opportunity_0076,Rep_31,Platform,Cold Call
00Q000000000000077,2025-01-30 10:16:21.705135,,,,,AE,SMB,New Business,Prospecting,0.0,Account_0077,Opportunity_0077,Rep_18,Mobile,Event
00Q000000000000078,2024-12-16 10:16:21.705135,,,,,Marketing,Mid Market,Expansion,Prospecting,0.0,Account_0078,Opportunity_0078,Rep_35,Mobile,Event
00Q000000000000079,2024-06-20 10:16:21.705135,2024-06-28 10:16:21.705135,,,,Success,Enterprise,New Business,Proposal,0.0,Account_0079,Opportunity_0079,Rep_25,Platform,Cold Call
00Q000000000000080,2023-08-29 10:16:21.705135,2023-09-05 10:16:21.705135,2023-09-17 10:16:21.705135,,2023-09-17 10:16:21.705135,Success,Mid Market,New Business,Proposal,0.0,Account_0080,Opportunity_0080,Rep_38,Mobile,Website
00Q000000000000081,2024-10-08 10:16:21.705135,,,,,Marketing,Enterprise,New Business,Qualification,0.0,Account_0081,Opportunity_0081,Rep_42,Platform,Website
00Q000000000000082,2024-11-07 10:16:21.705135,2024-11-11 10:16:21.705135,,,,Success,SMB,Expansion,Proposal,0.0,Account_0082,Opportunity_0082,Rep_25,Mobile,Cold Call
00Q000000000000083,2025-01-20 10:16:21.705135,,,,,AE,Enterprise,Expansion,Prospecting,0.0,Account_0083,Opportunity_0083,Rep_28,Platform,Website
00Q000000000000084,2024-10-12 10:16:21.705135,,,,,Channel,Enterprise,Expansion,Qualification,0.0,Account_0084,Opportunity_0084,Rep_23,Mobile,Cold Call
00Q000000000000085,2023-12-12 10:16:21.705135,,,,,BDR,SMB,New Business,Qualification,0.0,Account_0085,Opportunity_0085,Rep_12,Platform,Partner
00Q000000000000086,2024-08-10 10:16:21.705135,2024-08-13 10:16:21.705135,2024-08-31 10:16:21.705135,,2024-08-31 10:16:21.705135,AE,SMB,Expansion,Negotiation,0.0,Account_0086,Opportunity_0086,Rep_30,Mobile,Partner
00Q000000000000087,2023-12-24 10:16:21.705135,,,,,Marketing,SMB,Expansion,Qualification,0.0,Account_0087,Opportunity_0087,Rep_20,Platform,Cold Call
00Q000000000000088,2024-11-21 10:16:21.705135,,,,,Channel,SMB,Expansion,Qualification,0.0,Account_0088,Opportunity_0088,Rep_02,Integrations,Cold Call
00Q000000000000089,2024-04-22 10:16:21.705135,,,,,BDR,SMB,Expansion,Prospecting,0.0,Account_0089,Opportunity_0089,Rep_39,Mobile,Referral
00Q000000000000090,2025-04-27 10:16:21.705135,,,,,AE,SMB,New Business,Qualification,0.0,Account_0090,Opportunity_0090,Rep_41,Integrations,Website
00Q000000000000091,2024-05-27 10:16:21.705135,2024-05-27 10:16:21.705135,2024-05-31 10:16:21.705135,,2024-05-31 10:16:21.705135,BDR,Mid Market,New Business,Negotiation,0.0,Account_0091,Opportunity_0091,Rep_09,Integrations,Event
00Q000000000000092,2025-01-09 10:16:21.705135,2025-01-13 10:16:21.705135,2025-01-21 10:16:21.705135,2025-03-23 10:16:21.705135,2025-01-21 10:16:21.705135,Marketing,Mid Market,New Business,Closed Won,54396.0,Account_0092,Opportunity_0092,Rep_05,Platform,Referral
00Q000000000000093,2025-06-07 10:16:21.705135,2025-06-13 10:16:21.705135,2025-06-30 10:16:21.705135,,2025-06-30 10:16:21.705135,Marketing,Enterprise,New Business,Negotiation,0.0,Account_0093,Opportunity_0093,Rep_24,Integrations,Event
00Q000000000000094,2025-03-05 10:16:21.705135,2025-03-15 10:16:21.705135,2025-03-18 10:16:21.705135,2025-05-17 10:16:21.705135,2025-03-18 10:16:21.705135,AE,SMB,New Business,Closed Lost,0.0,Account_0094,Opportunity_0094,Rep_41,Mobile,Event
00Q000000000000095,2025-05-10 10:16:21.705135,2025-05-12 10:16:21.705135,,,,AE,Mid Market,New Business,Qualification,0.0,Account_0095,Opportunity_0095,Rep_16,Integrations,Referral
00Q000000000000096,2024-08-16 10:16:21.705135,2024-08-26 10:16:21.705135,2024-09-12 10:16:21.705135,,2024-09-12 10:16:21.705135,Marketing,Mid Market,New Business,Proposal,0.0,Account_0096,Opportunity_0096,Rep_40,Mobile,Event
00Q000000000000097,2023-08-18 10:16:21.705135,2023-08-21 10:16:21.705135,2023-08-28 10:16:21.705135,2023-09-09 10:16:21.705135,2023-08-28 10:16:21.705135,Channel,Mid Market,Expansion,Closed Won,20214.077963961565,Account_0097,Opportunity_0097,Rep_13,Platform,Cold Call
00Q000000000000098,2023-10-17 10:16:21.705135,2023-10-27 10:16:21.705135,2023-10-27 10:16:21.705135,,2023-10-27 10:16:21.705135,AE,Enterprise,New Business,Negotiation,0.0,Account_0098,Opportunity_0098,Rep_49,Integrations,Referral
00Q000000000000099,2025-03-07 10:16:21.705135,,,,,Channel,Mid Market,New Business,Prospecting,0.0,Account_0099,Opportunity_0099,Rep_10,Platform,Partner
00Q000000000000100,2024-03-28 10:16:21.705135,2024-03-29 10:16:21.705135,2024-03-29 10:16:21.705135,,2024-03-29 10:16:21.705135,Channel,Enterprise,Expansion,Negotiation,0.0,Account_0100,Opportunity_0100,Rep_04,Platform,Cold Call
00Q000000000000101,2025-01-04 10:16:21.705135,,,,,AE,Mid Market,Expansion,Prospecting,0.0,Account_0101,Opportunity_0101,Rep_29,Integrations,Referral
00Q000000000000102,2025-04-05 10:16:21.705135,,,,,AE,Mid Market,New Business,Qualification,0.0,Account_0102,Opportunity_0102,Rep_31,Mobile,Cold Call
00Q000000000000103,2025-06-17 10:16:21.705135,,,,,AE,Enterprise,Expansion,Qualification,0.0,Account_0103,Opportunity_0103,Rep_09,Mobile,Partner
00Q000000000000104,2025-04-24 10:16:21.705135,2025-05-05 10:16:21.705135,,,,AE,Mid Market,Expansion,Proposal,0.0,Account_0104,Opportunity_0104,Rep_42,Integrations,Partner
00Q000000000000105,2024-02-21 10:16:21.705135,2024-03-06 10:16:21.705135,,,,Channel,Mid Market,Expansion,Proposal,0.0,Account_0105,Opportunity_0105,Rep_28,Mobile,Event
00Q000000000000106,2024-08-02 10:16:21.705135,2024-08-12 10:16:21.705135,2024-08-14 10:16:21.705135,,2024-08-14 10:16:21.705135,Channel,Enterprise,New Business,Proposal,0.0,Account_0106,Opportunity_0106,Rep_09,Integrations,Website
00Q000000000000107,2025-03-07 10:16:21.705135,2025-03-15 10:16:21.705135,,,,AE,Mid Market,Expansion,Qualification,0.0,Account_0107,Opportunity_0107,Rep_19,Integrations,Event
00Q000000000000108,2024-07-10 10:16:21.705135,,,,,AE,Enterprise,Expansion,Prospecting,0.0,Account_0108,Opportunity_0108,Rep_23,Integrations,Event
00Q000000000000109,2023-11-10 10:16:21.705135,2023-11-19 10:16:21.705135,,,,Success,SMB,New Business,Proposal,0.0,Account_0109,Opportunity_0109,Rep_43,Integrations,Event
00Q000000000000110,2023-08-14 10:16:21.705135,,,,,BDR,Mid Market,New Business,Qualification,0.0,Account_0110,Opportunity_0110,Rep_10,Integrations,Cold Call
00Q000000000000111,2023-09-25 10:16:21.705135,,,,,Marketing,Enterprise,New Business,Prospecting,0.0,Account_0111,Opportunity_0111,Rep_27,Mobile,Event
00Q000000000000112,2023-12-24 10:16:21.705135,2024-01-04 10:16:21.705135,,,,Success,Enterprise,New Business,Qualification,0.0,Account_0112,Opportunity_0112,Rep_04,Integrations,Website
00Q000000000000113,2024-04-19 10:16:21.705135,2024-04-25 10:16:21.705135,2024-05-09 10:16:21.705135,,2024-05-09 10:16:21.705135,Channel,SMB,Expansion,Proposal,0.0,Account_0113,Opportunity_0113,Rep_44,Integrations,Partner
00Q000000000000114,2024-11-25 10:16:21.705135,2024-11-29 10:16:21.705135,,,,BDR,SMB,New Business,Proposal,0.0,Account_0114,Opportunity_0114,Rep_20,Platform,Referral
00Q000000000000115,2024-04-02 10:16:21.705135,,,,,Marketing,Enterprise,Expansion,Prospecting,0.0,Account_0115,Opportunity_0115,Rep_35,Integrations,Referral
00Q000000000000116,2024-12-09 10:16:21.705135,2024-12-19 10:16:21.705135,2024-12-21 10:16:21.705135,,2024-12-21 10:16:21.705135,Channel,Mid Market,Expansion,Proposal,0.0,Account_0116,Opportunity_0116,Rep_37,Mobile,Partner
00Q000000000000117,2024-09-02 10:16:21.705135,2024-09-08 10:16:21.705135,,,,Success,Enterprise,New Business,Proposal,0.0,Account_0117,Opportunity_0117,Rep_30,Integrations,Event
00Q000000000000118,2023-10-14 10:16:21.705135,2023-10-15 10:16:21.705135,,,,Channel,SMB,Expansion,Proposal,0.0,Account_0118,Opportunity_0118,Rep_15,Mobile,Referral
00Q000000000000119,2023-10-02 10:16:21.705135,2023-10-03 10:16:21.705135,2023-10-09 10:16:21.705135,2023-11-22 10:16:21.705135,2023-10-09 10:16:21.705135,AE,SMB,New Business,Closed Won,5839.0,Account_0119,Opportunity_0119,Rep_10,Mobile,Referral
00Q000000000000120,2024-01-09 10:16:21.705135,2024-01-21 10:16:21.705135,2024-01-23 10:16:21.705135,,2024-01-23 10:16:21.705135,Success,Mid Market,Expansion,Negotiation,0.0,Account_0120,Opportunity_0120,Rep_42,Integrations,Partner
00Q000000000000121,2024-06-10 10:16:21.705135,2024-06-20 10:16:21.705135,,,,Channel,Enterprise,Expansion,Proposal,0.0,Account_0121,Opportunity_0121,Rep_38,Platform,Event
00Q000000000000122,2024-12-16 10:16:21.705135,,,,,Channel,Mid Market,New Business,Qualification,0.0,Account_0122,Opportunity_0122,Rep_19,Platform,Website
00Q000000000000123,2025-04-05 10:16:21.705135,2025-04-11 10:16:21.705135,2025-04-28 10:16:21.705135,2025-05-03 10:16:21.705135,2025-04-28 10:16:21.705135,Channel,SMB,New Business,Closed Won,22359.0,Account_0123,Opportunity_0123,Rep_39,Mobile,Partner
00Q000000000000124,2023-12-17 10:16:21.705135,2023-12-24 10:16:21.705135,,,,AE,SMB,New Business,Proposal,0.0,Account_0124,Opportunity_0124,Rep_16,Integrations,Cold Call
00Q000000000000125,2024-10-07 10:16:21.705135,2024-10-16 10:16:21.705135,,,,Success,Mid Market,Expansion,Proposal,0.0,Account_0125,Opportunity_0125,Rep_04,Integrations,Event
00Q000000000000126,2023-09-21 10:16:21.705135,2023-09-29 10:16:21.705135,2023-10-08 10:16:21.705135,,2023-10-08 10:16:21.705135,Channel,Mid Market,New Business,Proposal,0.0,Account_0126,Opportunity_0126,Rep_20,Integrations,Cold Call
00Q000000000000127,2023-11-25 10:16:21.705135,2023-11-26 10:16:21.705135,,,,Success,SMB,New Business,Proposal,0.0,Account_0127,Opportunity_0127,Rep_06,Integrations,Cold Call
00Q000000000000128,2024-12-17 10:16:21.705135,2024-12-22 10:16:21.705135,,,,BDR,Mid Market,New Business,Qualification,0.0,Account_0128,Opportunity_0128,Rep_09,Platform,Website
00Q000000000000129,2024-05-13 10:16:21.705135,2024-05-14 10:16:21.705135,2024-05-31 10:16:21.705135,2024-08-06 10:16:21.705135,2024-05-31 10:16:21.705135,Success,Mid Market,New Business,Closed Lost,0.0,Account_0129,Opportunity_0129,Rep_25,Platform,Referral
